Simülasyon süresi: 100 sn
Müşteri gelme aralığı: 4 sn
Tek seferde gelen toplam müşteri sayısı: 7
Tek seferde gelen önemli müşteri sayısı: 7

Yapılan toplam hesaplama sayısı: 4312
1) Masa sayısı: 1 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 10 | Kazanç: 7
509) Masa sayısı: 6 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 87 | Kazanç: 73
510) Masa sayısı: 6 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 87 | Kazanç: 72
511) Masa sayısı: 6 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 87 | Kazanç: 71
512) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 35
513) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 78
514) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 114 | Kazanç: 101
515) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 114 | Kazanç: 100
516) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 114 | Kazanç: 99
517) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 114 | Kazanç: 98
518) Masa sayısı: 6 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 114 | Kazanç: 97
519) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 34
520) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 77
521) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 125 | Kazanç: 111
522) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 138 | Kazanç: 123
523) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 138 | Kazanç: 122
524) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 138 | Kazanç: 121
525) Masa sayısı: 6 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 138 | Kazanç: 120
526) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 33
527) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 76
528) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 45
529) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 44
530) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 43
531) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 42
532) Masa sayısı: 6 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 41
533) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 32
534) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 75
535) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 44
536) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 43
537) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 42
538) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 41
539) Masa sayısı: 6 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 40
540) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 31
541) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 74
542) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 43
543) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 42
544) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 41
545) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 40
546) Masa sayısı: 6 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 39
547) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 30
548) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 73
549) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 42
550) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 41
551) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 40
552) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 39
553) Masa sayısı: 6 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 38
554) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 29
555) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 72
556) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 41
557) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 40
558) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 39
559) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 38
560) Masa sayısı: 6 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 37
561) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 28
562) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 71
563) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 40
564) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 39
565) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 38
566) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 37
567) Masa sayısı: 6 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 36
568) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 27
569) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 70
570) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 39
571) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 38
572) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 37
573) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 36
574) Masa sayısı: 6 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 35
575) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 26
576) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 69
577) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 38
578) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 37
579) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 36
580) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 35
581) Masa sayısı: 6 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 34
582) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 25
583) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 90 | Kazanç: 68
584) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 60 | Kazanç: 37
585) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 60 | Kazanç: 36
586) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 60 | Kazanç: 35
587) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 60 | Kazanç: 34
588) Masa sayısı: 6 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 60 | Kazanç: 33
589) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 31 | Kazanç: 22
590) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 31 | Kazanç: 21
591) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 31 | Kazanç: 20
592) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 31 | Kazanç: 19
593) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 31 | Kazanç: 18
594) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 31 | Kazanç: 17
595) Masa sayısı: 7 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 31 | Kazanç: 16
596) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 36
597) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 61 | Kazanç: 50
598) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 61 | Kazanç: 49
599) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 61 | Kazanç: 48
600) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 61 | Kazanç: 47
601) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 61 | Kazanç: 46
602) Masa sayısı: 7 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 61 | Kazanç: 45
603) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 35
604) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 88 | Kazanç: 76
605) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 88 | Kazanç: 75
606) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 88 | Kazanç: 74
607) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 88 | Kazanç: 73
608) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 88 | Kazanç: 72
609) Masa sayısı: 7 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 88 | Kazanç: 71
610) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 34
611) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 78
612) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 115 | Kazanç: 101
613) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 115 | Kazanç: 100
614) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 115 | Kazanç: 99
615) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 115 | Kazanç: 98
616) Masa sayısı: 7 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 115 | Kazanç: 97
617) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 33
618) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 77
619) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 130 | Kazanç: 115
620) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 141 | Kazanç: 125
621) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 141 | Kazanç: 124
622) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 141 | Kazanç: 123
623) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 141 | Kazanç: 122
624) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 32
625) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 76
626) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 113
627) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 143
628) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 142
629) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 141
630) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 140
631) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 31
632) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 75
633) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 112
634) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 52
635) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 51
636) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 50
637) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 49
638) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 30
639) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 74
640) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 111
641) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 51
642) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 50
643) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 49
644) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 48
645) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 29
646) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 73
647) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 110
648) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 50
649) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 49
650) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 48
651) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 47
652) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 28
653) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 72
654) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 109
655) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 49
656) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 48
657) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 47
658) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 46
659) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 27
660) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 71
661) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 108
662) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 48
663) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 47
664) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 46
665) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 45
666) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 26
667) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 70
668) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 107
669) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 47
670) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 46
671) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 45
672) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 44
673) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 25
674) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 69
675) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 106
676) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 46
677) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 45
678) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 44
679) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 43
680) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 24
681) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 91 | Kazanç: 68
682) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 129 | Kazanç: 105
683) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 70 | Kazanç: 45
684) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 70 | Kazanç: 44
685) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 70 | Kazanç: 43
686) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 70 | Kazanç: 42
687) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 31 | Kazanç: 21
688) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 31 | Kazanç: 20
689) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 31 | Kazanç: 19
690) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 31 | Kazanç: 18
691) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 31 | Kazanç: 17
692) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 31 | Kazanç: 16
693) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 31 | Kazanç: 15
694) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 35
695) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 62 | Kazanç: 50
696) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 62 | Kazanç: 49
697) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 62 | Kazanç: 48
698) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 62 | Kazanç: 47
699) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 62 | Kazanç: 46
700) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 62 | Kazanç: 45
701) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 34
702) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 89 | Kazanç: 76
703) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 89 | Kazanç: 75
704) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 89 | Kazanç: 74
705) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 89 | Kazanç: 73
706) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 89 | Kazanç: 72
707) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 89 | Kazanç: 71
708) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 33
709) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 92 | Kazanç: 78
710) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 116 | Kazanç: 101
711) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 116 | Kazanç: 100
712) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 116 | Kazanç: 99
713) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 116 | Kazanç: 98
714) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 116 | Kazanç: 97
715) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 32
716) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 92 | Kazanç: 77
717) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 131 | Kazanç: 115
718) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 143 | Kazanç: 126
719) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 143 | Kazanç: 125
720) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 143 | Kazanç: 124
721) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 143 | Kazanç: 123
722) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 46 | Kazanç: 31
723) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 92 | Kazanç: 76
724) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 132 | Kazanç: 115
725) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 142
726) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 141
727) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 140
