Simülasyon süresi: 50 sn
Müşteri gelme aralığı: 4 sn
Tek seferde gelen toplam müşteri sayısı: 5
Tek seferde gelen önemli müşteri sayısı: 5

Yapılan toplam hesaplama sayısı: 4109
1) Masa sayısı: 1 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 5 | Kazanç: 2
1093) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 6
1094) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 41 | Kazanç: 24
1095) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 42 | Kazanç: 24
1096) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 42 | Kazanç: 23
1097) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 42 | Kazanç: 22
1098) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 42 | Kazanç: 21
1099) Masa sayısı: 12 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 42 | Kazanç: 20
1100) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 5
1101) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 26
1102) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 52 | Kazanç: 33
1103) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 52 | Kazanç: 32
1104) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 52 | Kazanç: 31
1105) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 52 | Kazanç: 30
1106) Masa sayısı: 12 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 52 | Kazanç: 29
1107) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 4
1108) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 25
1109) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 35
1110) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 34
1111) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 33
1112) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 32
1113) Masa sayısı: 12 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 31
1114) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 3
1115) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 24
1116) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 34
1117) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 33
1118) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 32
1119) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 31
1120) Masa sayısı: 12 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 30
1121) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 2
1122) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 23
1123) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 33
1124) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 32
1125) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 31
1126) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 30
1127) Masa sayısı: 12 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 29
1128) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 1
1129) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 22
1130) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 32
1131) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 31
1132) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 30
1133) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 29
1134) Masa sayısı: 12 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 28
1135) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 0
1136) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 21
1137) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 31
1138) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 30
1139) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 29
1140) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 28
1141) Masa sayısı: 12 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 27
1142) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -1
1143) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 20
1144) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 30
1145) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 29
1146) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 28
1147) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 27
1148) Masa sayısı: 12 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 26
1149) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -2
1150) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 19
1151) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 29
1152) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 28
1153) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 27
1154) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 26
1155) Masa sayısı: 12 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 25
1156) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -3
1157) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 18
1158) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 28
1159) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 27
1160) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 26
1161) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 25
1162) Masa sayısı: 12 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 24
1163) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -4
1164) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 17
1165) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 27
1166) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 26
1167) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 25
1168) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 24
1169) Masa sayısı: 12 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 23
1170) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -5
1171) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 16
1172) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 26
1173) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 25
1174) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 24
1175) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 23
1176) Masa sayısı: 12 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 22
1177) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 14 | Kazanç: -1
1178) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 14 | Kazanç: -2
1179) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 14 | Kazanç: -3
1180) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 14 | Kazanç: -4
1181) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 14 | Kazanç: -5
1182) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 14 | Kazanç: -6
1183) Masa sayısı: 13 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 14 | Kazanç: -7
1184) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 6
1185) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 28 | Kazanç: 11
1186) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 28 | Kazanç: 10
1187) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 28 | Kazanç: 9
1188) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 28 | Kazanç: 8
1189) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 28 | Kazanç: 7
1190) Masa sayısı: 13 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 28 | Kazanç: 6
1191) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 5
1192) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 41 | Kazanç: 23
1193) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 42 | Kazanç: 23
1194) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 42 | Kazanç: 22
1195) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 42 | Kazanç: 21
1196) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 42 | Kazanç: 20
1197) Masa sayısı: 13 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 42 | Kazanç: 19
1198) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 4
1199) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 25
1200) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 52 | Kazanç: 32
1201) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 52 | Kazanç: 31
1202) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 52 | Kazanç: 30
1203) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 52 | Kazanç: 29
1204) Masa sayısı: 13 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 52 | Kazanç: 28
1205) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 3
1206) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 24
1207) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 34
1208) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 33
1209) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 32
1210) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 31
1211) Masa sayısı: 13 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 30
1212) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 2
1213) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 23
1214) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 33
1215) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 32
1216) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 31
1217) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 30
1218) Masa sayısı: 13 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 29
1219) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 1
1220) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 22
1221) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 32
1222) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 31
1223) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 30
1224) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 29
1225) Masa sayısı: 13 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 28
1226) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 0
1227) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 21
1228) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 31
1229) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 30
1230) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 29
1231) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 28
1232) Masa sayısı: 13 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 27
1233) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -1
1234) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 20
1235) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 30
1236) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 29
1237) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 28
1238) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 27
1239) Masa sayısı: 13 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 26
1240) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -2
1241) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 19
1242) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 29
1243) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 28
1244) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 27
1245) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 26
1246) Masa sayısı: 13 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 25
1247) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -3
1248) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 18
1249) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 28
1250) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 27
1251) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 26
1252) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 25
1253) Masa sayısı: 13 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 24
1254) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -4
1255) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 17
1256) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 27
1257) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 26
1258) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 25
1259) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 24
1260) Masa sayısı: 13 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 23
1261) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -5
1262) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 16
1263) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 26
1264) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 25
1265) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 24
1266) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 23
1267) Masa sayısı: 13 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 22
1268) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: -6
1269) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 15
1270) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 25
1271) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 24
1272) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 23
1273) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 22
1274) Masa sayısı: 13 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 55 | Kazanç: 21
1275) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 14 | Kazanç: -2
1276) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 14 | Kazanç: -3
1277) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 14 | Kazanç: -4
1278) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 14 | Kazanç: -5
1279) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 14 | Kazanç: -6
1280) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 14 | Kazanç: -7
1281) Masa sayısı: 14 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 14 | Kazanç: -8
1282) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 5
1283) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 28 | Kazanç: 10
1284) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 28 | Kazanç: 9
1285) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 28 | Kazanç: 8
1286) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 28 | Kazanç: 7
1287) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 28 | Kazanç: 6
1288) Masa sayısı: 14 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 28 | Kazanç: 5
1289) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 4
1290) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 41 | Kazanç: 22
1291) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 42 | Kazanç: 22
1292) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 42 | Kazanç: 21
1293) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 42 | Kazanç: 20
1294) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 42 | Kazanç: 19
1295) Masa sayısı: 14 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 42 | Kazanç: 18
1296) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 3
1297) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 24
1298) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 52 | Kazanç: 31
1299) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 52 | Kazanç: 30
1300) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 52 | Kazanç: 29
1301) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 52 | Kazanç: 28
1302) Masa sayısı: 14 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 52 | Kazanç: 27
1303) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 22 | Kazanç: 2
1304) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 44 | Kazanç: 23
1305) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 55 | Kazanç: 33
1306) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 55 | Kazanç: 32
1307) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 55 | Kazanç: 31
1308) Masa sayısı: 14 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 55 | Kazanç: 30
