Simülasyon süresi: 200 sn
Müşteri gelme aralığı: 5 sn
Tek seferde gelen toplam müşteri sayısı: 9
Tek seferde gelen önemli müşteri sayısı: 9

Yapılan toplam hesaplama sayısı: 4312
1) Masa sayısı: 1 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 20 | Kazanç: 17
620) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 306 | Kazanç: 290
621) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 306 | Kazanç: 289
622) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 306 | Kazanç: 288
623) Masa sayısı: 7 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 306 | Kazanç: 287
624) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 82
625) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 176
626) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 263
627) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 345 | Kazanç: 328
628) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 345 | Kazanç: 327
629) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 345 | Kazanç: 326
630) Masa sayısı: 7 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 345 | Kazanç: 325
631) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 81
632) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 175
633) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 262
634) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 122
635) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 121
636) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 120
637) Masa sayısı: 7 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 119
638) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 80
639) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 174
640) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 261
641) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 121
642) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 120
643) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 119
644) Masa sayısı: 7 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 118
645) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 79
646) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 173
647) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 260
648) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 120
649) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 119
650) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 118
651) Masa sayısı: 7 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 117
652) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 78
653) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 172
654) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 259
655) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 119
656) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 118
657) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 117
658) Masa sayısı: 7 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 116
659) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 77
660) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 171
661) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 258
662) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 118
663) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 117
664) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 116
665) Masa sayısı: 7 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 115
666) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 76
667) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 170
668) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 257
669) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 117
670) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 116
671) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 115
672) Masa sayısı: 7 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 114
673) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 75
674) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 169
675) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 256
676) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 116
677) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 115
678) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 114
679) Masa sayısı: 7 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 113
680) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 74
681) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 191 | Kazanç: 168
682) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 279 | Kazanç: 255
683) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 140 | Kazanç: 115
684) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 140 | Kazanç: 114
685) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 140 | Kazanç: 113
686) Masa sayısı: 7 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 140 | Kazanç: 112
687) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 64 | Kazanç: 54
688) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 64 | Kazanç: 53
689) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 64 | Kazanç: 52
690) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 64 | Kazanç: 51
691) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 64 | Kazanç: 50
692) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 64 | Kazanç: 49
693) Masa sayısı: 8 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 64 | Kazanç: 48
694) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 85
695) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 128 | Kazanç: 116
696) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 128 | Kazanç: 115
697) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 128 | Kazanç: 114
698) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 128 | Kazanç: 113
699) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 128 | Kazanç: 112
700) Masa sayısı: 8 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 128 | Kazanç: 111
701) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 84
702) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 189 | Kazanç: 176
703) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 191 | Kazanç: 177
704) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 191 | Kazanç: 176
705) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 191 | Kazanç: 175
706) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 191 | Kazanç: 174
707) Masa sayısı: 8 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 191 | Kazanç: 173
708) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 83
709) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 178
710) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 250 | Kazanç: 235
711) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 252 | Kazanç: 236
712) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 252 | Kazanç: 235
713) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 252 | Kazanç: 234
714) Masa sayısı: 8 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 252 | Kazanç: 233
715) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 82
716) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 177
717) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 281 | Kazanç: 265
718) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 309 | Kazanç: 292
719) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 309 | Kazanç: 291
720) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 309 | Kazanç: 290
721) Masa sayısı: 8 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 309 | Kazanç: 289
722) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 81
723) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 176
724) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 265
725) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 345 | Kazanç: 327
726) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 345 | Kazanç: 326
727) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 345 | Kazanç: 325
728) Masa sayısı: 8 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 345 | Kazanç: 324
729) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 80
730) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 175
731) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 264
732) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 328
733) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 347 | Kazanç: 327
734) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 347 | Kazanç: 326
735) Masa sayısı: 8 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 347 | Kazanç: 325
736) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 79
737) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 174
738) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 263
739) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 140
740) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 139
741) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 138
742) Masa sayısı: 8 | Garson sayısı: 8 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 137
743) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 78
744) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 173
745) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 262
746) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 139
747) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 138
748) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 137
749) Masa sayısı: 8 | Garson sayısı: 9 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 136
750) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 77
751) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 172
752) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 261
753) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 138
754) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 137
755) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 136
756) Masa sayısı: 8 | Garson sayısı: 10 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 135
757) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 76
758) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 171
759) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 260
760) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 137
761) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 136
762) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 135
763) Masa sayısı: 8 | Garson sayısı: 11 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 134
764) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 75
765) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 170
766) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 259
767) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 136
768) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 135
769) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 134
770) Masa sayısı: 8 | Garson sayısı: 12 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 133
771) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 74
772) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 169
773) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 258
774) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 135
775) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 134
776) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 133
777) Masa sayısı: 8 | Garson sayısı: 13 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 132
778) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 73
779) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 168
780) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 257
781) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 4 | Müşteri sayısı: 160 | Kazanç: 134
782) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 5 | Müşteri sayısı: 160 | Kazanç: 133
783) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 6 | Müşteri sayısı: 160 | Kazanç: 132
784) Masa sayısı: 8 | Garson sayısı: 14 | Aşçı sayısı: 7 | Müşteri sayısı: 160 | Kazanç: 131
785) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 1 | Müşteri sayısı: 64 | Kazanç: 53
786) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 2 | Müşteri sayısı: 64 | Kazanç: 52
787) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 3 | Müşteri sayısı: 64 | Kazanç: 51
788) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 4 | Müşteri sayısı: 64 | Kazanç: 50
789) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 5 | Müşteri sayısı: 64 | Kazanç: 49
790) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 6 | Müşteri sayısı: 64 | Kazanç: 48
791) Masa sayısı: 9 | Garson sayısı: 1 | Aşçı sayısı: 7 | Müşteri sayısı: 64 | Kazanç: 47
792) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 84
793) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 2 | Müşteri sayısı: 128 | Kazanç: 115
794) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 3 | Müşteri sayısı: 128 | Kazanç: 114
795) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 4 | Müşteri sayısı: 128 | Kazanç: 113
796) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 5 | Müşteri sayısı: 128 | Kazanç: 112
797) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 6 | Müşteri sayısı: 128 | Kazanç: 111
798) Masa sayısı: 9 | Garson sayısı: 2 | Aşçı sayısı: 7 | Müşteri sayısı: 128 | Kazanç: 110
799) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 83
800) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 2 | Müşteri sayısı: 190 | Kazanç: 176
801) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 3 | Müşteri sayısı: 192 | Kazanç: 177
802) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 4 | Müşteri sayısı: 192 | Kazanç: 176
803) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 5 | Müşteri sayısı: 192 | Kazanç: 175
804) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 6 | Müşteri sayısı: 192 | Kazanç: 174
805) Masa sayısı: 9 | Garson sayısı: 3 | Aşçı sayısı: 7 | Müşteri sayısı: 192 | Kazanç: 173
806) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 82
807) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 177
808) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 3 | Müşteri sayısı: 251 | Kazanç: 235
809) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 4 | Müşteri sayısı: 253 | Kazanç: 236
810) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 5 | Müşteri sayısı: 253 | Kazanç: 235
811) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 6 | Müşteri sayısı: 253 | Kazanç: 234
812) Masa sayısı: 9 | Garson sayısı: 4 | Aşçı sayısı: 7 | Müşteri sayısı: 253 | Kazanç: 233
813) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 81
814) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 176
815) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 3 | Müşteri sayısı: 282 | Kazanç: 265
816) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 4 | Müşteri sayısı: 312 | Kazanç: 294
817) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 5 | Müşteri sayısı: 312 | Kazanç: 293
818) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 6 | Müşteri sayısı: 312 | Kazanç: 292
819) Masa sayısı: 9 | Garson sayısı: 5 | Aşçı sayısı: 7 | Müşteri sayısı: 312 | Kazanç: 291
820) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 80
821) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 175
822) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 3 | Müşteri sayısı: 285 | Kazanç: 267
823) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 4 | Müşteri sayısı: 345 | Kazanç: 326
824) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 5 | Müşteri sayısı: 345 | Kazanç: 325
825) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 6 | Müşteri sayısı: 345 | Kazanç: 324
826) Masa sayısı: 9 | Garson sayısı: 6 | Aşçı sayısı: 7 | Müşteri sayısı: 345 | Kazanç: 323
827) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 79
828) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 174
829) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 3 | Müşteri sayısı: 285 | Kazanç: 266
830) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 327
831) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 5 | Müşteri sayısı: 347 | Kazanç: 326
832) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 6 | Müşteri sayısı: 347 | Kazanç: 325
833) Masa sayısı: 9 | Garson sayısı: 7 | Aşçı sayısı: 7 | Müşteri sayısı: 347 | Kazanç: 324
834) Masa sayısı: 9 | Garson sayısı: 8 | Aşçı sayısı: 1 | Müşteri sayısı: 96 | Kazanç: 78
835) Masa sayısı: 9 | Garson sayısı: 8 | Aşçı sayısı: 2 | Müşteri sayısı: 192 | Kazanç: 173
836) Masa sayısı: 9 | Garson sayısı: 8 | Aşçı sayısı: 3 | Müşteri sayısı: 285 | Kazanç: 265
837) Masa sayısı: 9 | Garson sayısı: 8 | Aşçı sayısı: 4 | Müşteri sayısı: 347 | Kazanç: 326
838) Masa sayısı: 9 | Garson sayısı: 8 | Aşçı sayısı: 5 | Müşteri sayısı: 349 | Kazanç: 327
